ConstructionType,ConstructionName,CementQuality,CementPrice,BrickQuality,BrickPrice,SandQuality,SandPrice,IronQuality,IronPrice,EnvironmentalCondition,Seller,Price
Restaurants,TheTable,Low,460,Medium,50,Low,380,Low,23000,tightsoil,VizagSteel(RINL-RashtriyaIspatNigamLtd),4160000
Restaurants,MasalaLibrary,High,260,Low,40,High,230,High,25000,heavyrain,NerolacPaints,3660000
Restaurants,WasabibyMorimoto,High,350,Low,50,Medium,330,High,21000,Hightemp,RamcoCementsLtd,4300000
Restaurants,VillaMaya,High,340,Low,30,High,470,High,22000,humidity,TataSteelLimited,3820000
Restaurants,TheBombayCanteen,Low,490,Low,40,High,250,High,38000,heavyrain,ShreeCementLtd,3520000
Restaurants,OliveBar&Kitchen,High,390,Medium,20,Low,210,High,42000,loosesoil,AmbujaCementsLtd,3800000
Restaurants,Trishna,Medium,270,Medium,50,Low,310,Medium,30000,windy,NerolacPaints,2540000
Restaurants,Karavalli,Medium,470,High,20,Low,300,Medium,29000,heavyrain,CeraSanitarywareLtd,3740000
Restaurants,Peshawri,Medium,310,Low,30,Low,350,Medium,32000,tightsoil,AmbujaCementsLtd,3840000
Restaurants,OPedro,Low,470,High,20,Low,440,Medium,46000,Hightemp,CeraSanitarywareLtd,4080000
Restaurants,Megu,Low,470,Medium,20,Low,390,Medium,30000,tightsoil,ACCLimited,4480000
Restaurants,Ziya,High,270,Medium,30,Medium,260,Low,38000,heavyrain,JindalSteel&PowerLtd,3090000
Restaurants,TheSpiceRoute,Medium,420,Medium,20,Medium,460,Medium,37000,humidity,ShreeCementLtd,3490000
Restaurants,MalakaSpice,Medium,460,High,40,High,240,High,39000,tightsoil,RamcoCementsLtd,3120000
Restaurants,SavyaRasa,High,390,Low,50,Medium,370,High,20000,heavyrain,JindalSteel&PowerLtd,4760000
Restaurants,Toast&Tonic,Medium,300,High,40,Medium,330,High,20000,windy,NerolacPaints,2560000
Temples,SriVenkateswaraSwamyTemple,High,320,High,50,High,330,Low,47000,heavyrain,DalmiaCement(Bharat)Ltd,4280000
Temples,KanakaDurgaTemple,Low,230,Low,30,Low,470,Medium,36000,tightsoil,JSWCementLtd,3550000
Temples,MeenakshiAmmanTemple,Low,360,Low,20,High,270,Low,25000,humidity,CeraSanitarywareLtd,4740000
Temples,RamalingeswaraTemple,Medium,480,Medium,50,Medium,240,High,43000,humidity,CeraSanitarywareLtd,4450000
Temples,BhavaniShankarTemple,Low,350,Low,20,Medium,450,Medium,23000,windy,ACCLimited,4290000
Temples,KasiViswanatharTemple,Low,280,Low,20,High,410,Low,50000,loosesoil,SAIL(SteelAuthorityofIndiaLtd),4350000
Temples,SriLakshmiNarasimhaSwamyTemple,High,400,Low,50,Low,470,Medium,35000,humidity,VizagSteel(RINL-RashtriyaIspatNigamLtd),4980000
Temples,ChennakesavaTemple,Medium,260,Medium,50,High,280,Medium,36000,Hightemp,LafargeHolcimIndia,2870000
Temples,RanganathaswamyTemple,Low,350,Low,40,Medium,390,Medium,36000,heavyrain,ShreeCementLtd,2830000
Temples,AnnavaramSatyanarayanaSwamyTemple,Low,450,High,50,Low,310,Medium,24000,loosesoil,OrientCementLtd,2630000
Temples,SriMallikarjunaSwamyTemple,Medium,270,Medium,40,High,450,High,21000,humidity,OrientCementLtd,4070000
Temples,JagannathTemple,Low,300,High,50,High,300,Low,34000,loosesoil,NerolacPaints,4480000
Temples,BhimeswaraTemple,Medium,200,Low,50,Medium,450,Medium,24000,tightsoil,OrientCementLtd,2440000
Temples,VeerabhadraSwamyTemple,High,360,High,40,High,200,Medium,25000,windy,SupremeIndustries(forpipes&fittings),4810000
Temples,RajaRajeshwariTemple,Medium,200,Medium,30,Medium,210,High,46000,windy,BergerPaintsIndiaLtd,3000000
Temples,SriVarahaLakshmiNarasimhaSwamyTemple,Medium,480,Low,30,Medium,220,Medium,41000,heavyrain,AsianPaints(forpaints&coatings),4670000
Temples,SrisailamBhramarambaMallikarjunaTemple,Low,290,Medium,30,High,390,Low,22000,tightsoil,OrientCementLtd,4640000
Temples,SringeriSharadaPeetham,Low,250,Low,50,Medium,320,High,50000,heavyrain,LafargeHolcimIndia,2270000
Temples,MahakaleshwarTemple,High,500,Low,30,Medium,450,Medium,46000,humidity,NerolacPaints,2910000
Temples,EkambareswararTemple,High,340,Low,30,High,330,Low,50000,tightsoil,DalmiaCement(Bharat)Ltd,3010000
Temples,ChidambaramNatarajaTemple,High,460,Medium,30,Low,290,Low,21000,loosesoil,VizagSteel(RINL-RashtriyaIspatNigamLtd),3840000
Temples,KalahastiTemple,Low,200,Low,50,High,330,Medium,25000,loosesoil,BergerPaintsIndiaLtd,2960000
Temples,ThirunallarSaneeswaranTemple,High,400,Medium,30,High,490,High,44000,humidity,JSWCementLtd,4800000
Temples,SriRaghavendraSwamyMutt,Medium,340,Low,50,Low,440,Medium,37000,loosesoil,JSWCementLtd,4760000
Temples,PalaniMuruganTemple,High,450,Low,40,High,320,Medium,43000,loosesoil,ShreeCementLtd,3980000
Temples,ArasavalliSunTemple,High,490,Low,30,High,390,Low,43000,heavyrain,CeraSanitarywareLtd,3620000
Temples,SimhachalamTemple,Low,300,High,20,High,210,Low,45000,tightsoil,Hindware(HSILLimited),4410000
Temples,DakshineswarKaliTemple,Medium,400,High,30,High,300,Low,26000,humidity,AmbujaCementsLtd,3370000
Temples,ISKCONTemple,Medium,420,Medium,30,Medium,280,High,28000,loosesoil,DalmiaCement(Bharat)Ltd,2120000
Temples,JagadambaTemple,Low,320,Low,50,Medium,410,Medium,21000,tightsoil,ACCLimited,4440000
MovieTheatres,PVRCinemas,Medium,400,High,30,Low,220,Low,20000,Hightemp,JindalSteel&PowerLtd,3460000
MovieTheatres,INOXMultiplex,High,430,Medium,20,Medium,350,Medium,44000,humidity,LafargeHolcimIndia,3960000
MovieTheatres,CinepolisArena,Medium,200,High,30,High,490,Medium,48000,humidity,SupremeIndustries(forpipes&fittings),4070000
MovieTheatres,MirajCinemas,Medium,430,Low,30,High,430,Low,29000,windy,VizagSteel(RINL-RashtriyaIspatNigamLtd),3610000
MovieTheatres,GalaxyMovieTheatre,Medium,420,Low,30,Medium,410,High,47000,loosesoil,OrientCementLtd,4110000
MovieTheatres,PrasadsIMAX,Medium,250,Medium,20,Low,480,Low,25000,heavyrain,ShreeCementLtd,2280000
MovieTheatres,AsianCinemas,High,220,Medium,40,Medium,300,High,35000,Hightemp,NerolacPaints,2230000
MovieTheatres,RKCineplex,High,220,Medium,40,Medium,230,Medium,36000,windy,CeraSanitarywareLtd,3950000
MovieTheatres,CineMaxTheatre,Low,460,Medium,50,Low,330,Low,37000,loosesoil,ShreeCementLtd,3160000
MovieTheatres,Gokul70MM,Medium,440,Low,20,Low,350,Medium,30000,windy,AmbujaCementsLtd,3350000
MovieTheatres,DeviTheatre,Medium,360,Low,40,High,200,Medium,35000,loosesoil,BergerPaintsIndiaLtd,3250000
MovieTheatres,SVMultiplex,High,440,High,40,Medium,240,High,41000,humidity,UltraTechCementLtd,4230000
MovieTheatres,Sudarshan35MM,Low,350,High,40,Medium,500,High,26000,humidity,UltraTechCementLtd,3780000
MovieTheatres,MayuriTheatre,Low,300,Medium,30,Low,420,High,27000,tightsoil,LafargeHolcimIndia,3590000
MovieTheatres,RaghavendraCinemas,Low,460,Low,20,Medium,220,Medium,45000,windy,Hindware(HSILLimited),2150000
MovieTheatres,SathyamCinemas,Low,270,Medium,40,Medium,360,High,44000,humidity,AsianPaints(forpaints&coatings),3150000
MovieTheatres,EshwarCineHub,High,240,High,40,Low,340,Medium,39000,heavyrain,AmbujaCementsLtd,3210000
MovieTheatres,LakshmiNarasimhaCineplex,Low,380,Medium,20,Low,310,High,37000,loosesoil,ACCLimited,2810000
MovieTheatres,KalyaniCineComplex,High,210,High,30,Medium,390,Low,42000,humidity,NerolacPaints,4180000
MovieTheatres,AnnapurnaTheatre,Medium,210,High,40,Medium,340,Low,43000,Hightemp,AsianPaints(forpaints&coatings),2970000
MovieTheatres,ShivaParvathiCinema,Medium,290,High,50,Medium,330,Medium,39000,tightsoil,ACCLimited,3880000
MovieTheatres,VishnuDeluxe,High,320,Low,30,Low,490,High,31000,loosesoil,ACCLimited,3180000
MovieTheatres,MegaCineplex,Low,350,High,30,High,290,Low,27000,Hightemp,JSWCementLtd,2030000
MovieTheatres,GrandWorldCinema,Low,450,Medium,20,Low,220,Low,31000,windy,DalmiaCement(Bharat)Ltd,4890000
MovieTheatres,UniversalCinemas,Medium,330,High,20,Medium,430,Low,33000,Hightemp,LafargeHolcimIndia,4640000
MovieTheatres,SSMultiplex,Low,460,High,20,Low,420,High,44000,heavyrain,OrientCementLtd,4850000
MovieTheatres,RajaDeluxeTheatre,Low,490,High,40,Low,430,Medium,23000,heavyrain,LafargeHolcimIndia,3490000
MovieTheatres,BlueDiamondCinema,Medium,410,High,30,High,310,High,30000,Hightemp,Hindware(HSILLimited),2730000
MovieTheatres,EmpireMovieHub,Medium,490,Medium,20,High,380,Low,33000,humidity,SupremeIndustries(forpipes&fittings),2940000
MovieTheatres,DiamondScreen,High,250,Low,20,High,240,Low,50000,loosesoil,AmbujaCementsLtd,4000000
Parks,NehruZoologicalPark,Medium,360,Medium,20,Medium,320,Low,26000,Hightemp,JSWCementLtd,3010000
Parks,LumbiniPark,Medium,280,High,40,Medium,240,Medium,25000,heavyrain,AmbujaCementsLtd,2190000
Parks,EcoGreenPark,Medium,280,Medium,30,High,440,Medium,28000,windy,JSWCementLtd,3970000
Parks,GandhiBotanicalGarden,Low,320,High,50,Low,440,Low,41000,tightsoil,Hindware(HSILLimited),2480000
Parks,CentralAmusementPark,High,350,Medium,20,Medium,360,Medium,39000,heavyrain,RamcoCementsLtd,2900000
Parks,KBRNationalPark,High,330,Low,40,High,430,Medium,47000,heavyrain,AsianPaints(forpaints&coatings),2540000
Parks,IndiraGandhiPark,Medium,210,High,20,Medium,240,Medium,36000,windy,Hindware(HSILLimited),4530000
Parks,RajivSmritiVan,Low,410,Low,40,High,310,Medium,39000,humidity,AsianPaints(forpaints&coatings),3320000
Parks,ChildrenPlayWorld,High,220,High,50,Medium,400,Medium,42000,humidity,NerolacPaints,4030000
Parks,RockGarden,Medium,470,High,20,High,420,Low,28000,loosesoil,BergerPaintsIndiaLtd,3600000
Parks,SubhashChandraPark,Low,260,Medium,20,High,490,Medium,35000,tightsoil,RamcoCementsLtd,4750000
Parks,LakeViewPark,Low,330,Low,50,Low,490,High,42000,windy,JSWCementLtd,4250000
Parks,SunderbansEcologicalPark,High,250,High,20,High,350,High,49000,heavyrain,BirlaCement,4280000
Parks,NationalFossilPark,Low,500,Low,40,Low,460,Medium,36000,tightsoil,CeraSanitarywareLtd,4300000
Parks,NagarjunaSagarWildlifePark,High,220,Low,30,Low,280,Low,27000,loosesoil,LafargeHolcimIndia,3990000
Parks,DeerPark,Low,340,High,20,High,420,High,47000,tightsoil,AmbujaCementsLtd,3280000
Parks,AdventureFunPark,Medium,500,High,20,High,470,Low,48000,loosesoil,BergerPaintsIndiaLtd,2570000
Parks,MiniZooPark,Low,250,Low,50,Low,330,Low,41000,loosesoil,ShreeCementLtd,2350000
Parks,RainbowEcoPark,Low,200,Medium,30,Low,220,Low,40000,tightsoil,BergerPaintsIndiaLtd,4220000
Parks,CentralChildrensPark,Medium,500,Medium,40,High,480,Low,50000,loosesoil,VizagSteel(RINL-RashtriyaIspatNigamLtd),2460000
Parks,VictoriaPark,Low,430,Medium,40,Low,490,Low,28000,windy,SAIL(SteelAuthorityofIndiaLtd),4680000
Parks,MeghaGreenfieldsPark,Medium,470,Medium,50,Low,500,Low,38000,windy,AmbujaCementsLtd,2650000
Parks,MarineDrivePark,Medium,450,Medium,40,Low,260,Low,30000,windy,UltraTechCementLtd,2580000
Parks,GoldenHeritagePark,Low,480,Low,40,Low,310,High,41000,tightsoil,JSWCementLtd,3690000
Parks,CityGardenPark,Low,500,High,30,Low,440,High,44000,tightsoil,BirlaCement,4500000
Parks,HitechBotanicalGardens,Low,320,Medium,30,Low,440,Medium,46000,heavyrain,DalmiaCement(Bharat)Ltd,3430000
Parks,WaterWorldAmusementPark,Medium,440,Low,40,High,470,High,49000,windy,CeraSanitarywareLtd,4500000
Parks,WildlifeSafariPark,Medium,420,High,50,High,410,Medium,45000,humidity,AmbujaCementsLtd,2340000
Parks,ButterflyGarden,High,390,Low,50,Low,400,Low,37000,humidity,JindalSteel&PowerLtd,2560000
Parks,SkyviewAdventurePark,Low,260,Low,50,Low,420,Low,45000,tightsoil,JSWCementLtd,3820000
Bustand,APSRTCBusTerminal,High,330,Medium,50,High,490,High,20000,heavyrain,AmbujaCementsLtd,4360000
Bustand,CentralBusStand,High,230,High,20,Medium,320,Medium,21000,Hightemp,SAIL(SteelAuthorityofIndiaLtd),2490000
Bustand,MetroCityBusStation,Low,200,Medium,30,Low,290,Low,25000,heavyrain,NerolacPaints,2510000
Bustand,JubileeBusDepot,Medium,330,Medium,50,Medium,440,Medium,37000,humidity,VizagSteel(RINL-RashtriyaIspatNigamLtd),3360000
Bustand,TownBusJunction,Low,400,Medium,40,Low,500,Low,25000,humidity,BirlaCement,3980000
Bustand,RTCCrossRoadsBusStand,High,320,High,30,High,410,Low,47000,windy,SAIL(SteelAuthorityofIndiaLtd),2230000
Bustand,PanjaguttaBusStop,High,450,Medium,20,High,330,Medium,20000,humidity,AsianPaints(forpaints&coatings),4170000
Bustand,MGRoadBusTerminal,High,350,High,20,High,210,Medium,34000,loosesoil,JSWCementLtd,2850000
Bustand,KukatpallyBusDepot,High,290,Low,30,Low,300,Medium,39000,windy,BergerPaintsIndiaLtd,3260000
Bustand,KotiBusStand,Low,330,High,30,Medium,450,High,44000,Hightemp,JSWCementLtd,2940000
Bustand,VijayawadaRTCBusStation,High,410,High,40,Low,390,Medium,38000,tightsoil,RamcoCementsLtd,3410000
Bustand,VisakhapatnamBusComplex,Medium,220,Low,20,Low,480,Medium,39000,heavyrain,BirlaCement,3810000
Bustand,WarangalCentralBusStand,Low,480,High,40,Medium,230,Medium,30000,humidity,SupremeIndustries(forpipes&fittings),4850000
Bustand,NelloreRTCDepot,Low,360,Low,30,High,340,High,33000,tightsoil,TataSteelLimited,4620000
Bustand,OngoleBusStand,Medium,490,Medium,20,Low,310,Low,34000,tightsoil,BirlaCement,2790000
Bustand,RajahmundryBusTerminal,Low,300,Medium,30,Low,420,Low,25000,Hightemp,TataSteelLimited,4140000
Bustand,EluruBusComplex,Medium,460,Medium,20,Low,460,Medium,45000,loosesoil,JindalSteel&PowerLtd,2880000
Bustand,GunturBusDepot,Low,230,Low,50,Low,470,High,45000,Hightemp,AsianPaints(forpaints&coatings),4450000
Bustand,TirupatiBusTerminal,High,220,Low,30,High,320,High,46000,windy,VizagSteel(RINL-RashtriyaIspatNigamLtd),4320000
Bustand,BangaloreMajesticBusStand,Low,290,Medium,50,Low,360,Low,22000,loosesoil,JindalSteel&PowerLtd,4610000
Bustand,ChennaiKoyambeduBusTerminal,High,460,High,40,High,430,High,50000,loosesoil,SAIL(SteelAuthorityofIndiaLtd),4080000
Bustand,HyderabadMGBS,Medium,390,High,40,Medium,240,Low,40000,loosesoil,JindalSteel&PowerLtd,3340000
Bustand,SecunderabadJubileeBusStand,Low,220,Medium,40,Low,450,Medium,45000,heavyrain,OrientCementLtd,2510000
Bustand,KarimnagarBusDepot,Medium,460,High,50,Low,220,High,29000,heavyrain,UltraTechCementLtd,3600000
Bustand,BhimavaramBusStand,High,440,Low,40,High,220,Medium,35000,loosesoil,RamcoCementsLtd,2790000
Bustand,GudivadaRTCBusStop,Low,330,High,50,Low,480,High,48000,Hightemp,JindalSteel&PowerLtd,3590000
Bustand,KurnoolBusTerminal,Low,260,High,20,Medium,270,Medium,28000,tightsoil,SupremeIndustries(forpipes&fittings),2840000
Bustand,SrikakulamRTCDepot,High,410,Low,40,Medium,420,Low,27000,humidity,NerolacPaints,3710000
Bustand,NizamabadBusStation,High,480,Medium,50,Medium,450,Low,32000,humidity,JindalSteel&PowerLtd,2450000
Bustand,AnantapurBusStand,Low,470,High,40,Low,230,Medium,42000,loosesoil,TataSteelLimited,2610000
Malls,PhoenixMarketCity,Medium,480,High,20,High,250,Medium,21000,Hightemp,Hindware(HSILLimited),3510000
Malls,ForumMall,High,200,Medium,50,Low,360,Low,34000,Hightemp,CeraSanitarywareLtd,3680000
Malls,SouthGrandMall,High,370,Low,20,Low,200,Medium,40000,heavyrain,AsianPaints(forpaints&coatings),4020000
Malls,DLFShoppingArena,High,260,High,30,Medium,500,High,36000,Hightemp,SupremeIndustries(forpipes&fittings),4160000
Malls,VRMegaMall,Medium,500,Low,50,Low,220,Medium,47000,heavyrain,LafargeHolcimIndia,2640000
Malls,LuluInternationalMall,High,400,High,50,High,300,Medium,26000,loosesoil,CeraSanitarywareLtd,2290000
Malls,CityCenterMall,High,450,Low,20,Medium,430,Medium,46000,humidity,UltraTechCementLtd,4630000
Malls,ElanteMall,High,250,Low,40,High,430,High,33000,humidity,RamcoCementsLtd,2070000
Malls,TheGreatIndiaPlace,Low,200,Low,50,Medium,470,Low,33000,loosesoil,VizagSteel(RINL-RashtriyaIspatNigamLtd),2690000
Malls,InorbitMall,Low,490,Medium,40,Low,360,Medium,35000,humidity,BirlaCement,2780000
Malls,NexusEsplanadeMall,Low,320,Low,30,Low,230,High,46000,heavyrain,LafargeHolcimIndia,3720000
Malls,PrestigeShoppingPlaza,High,360,Medium,40,Low,300,Low,40000,loosesoil,RamcoCementsLtd,2970000
Malls,RameeShoppingHub,High,240,High,50,High,340,Low,44000,loosesoil,BirlaCement,3990000
Malls,CentralPlazaMall,Medium,260,High,40,Medium,450,Low,27000,windy,UltraTechCementLtd,3300000
Malls,GalaxyMall,Medium,360,Medium,50,Medium,270,Medium,46000,loosesoil,TataSteelLimited,3460000
Malls,MetroMegaMall,Medium,250,High,40,High,460,Low,33000,loosesoil,NerolacPaints,4220000
Malls,InfinityShoppingComplex,Low,460,Low,30,High,490,High,22000,tightsoil,UltraTechCementLtd,4240000
Malls,OrbitCityMall,High,500,Medium,40,Low,320,Medium,28000,heavyrain,VizagSteel(RINL-RashtriyaIspatNigamLtd),3250000
Malls,TreasureIslandMall,Medium,460,High,30,High,200,Low,29000,windy,UltraTechCementLtd,2330000
Malls,WhiteOrchidMall,High,280,Medium,50,Low,470,High,41000,windy,DalmiaCement(Bharat)Ltd,4110000
Malls,BigBazaarShoppingMall,Medium,480,High,40,Medium,400,Medium,23000,Hightemp,UltraTechCementLtd,3830000
Malls,CrystalSquareMall,Low,350,Low,50,High,310,High,25000,heavyrain,ACCLimited,4840000
Malls,MegaWorldShoppingCentre,Low,480,High,30,High,220,High,38000,heavyrain,VizagSteel(RINL-RashtriyaIspatNigamLtd),2100000
Malls,FunCityMall,Low,500,Medium,20,Medium,390,High,30000,Hightemp,BirlaCement,2680000
Malls,StarLightPlaza,High,250,High,40,Low,420,Medium,43000,windy,JSWCementLtd,4120000
Malls,PlatinumTowersMall,Medium,330,High,50,Low,440,High,29000,Hightemp,AsianPaints(forpaints&coatings),4060000
Malls,TheEmporiumShoppingCentre,Low,250,Medium,30,Medium,240,High,26000,tightsoil,SAIL(SteelAuthorityofIndiaLtd),2520000
Malls,UptownLuxeMall,High,460,Medium,30,Medium,300,High,41000,heavyrain,TataSteelLimited,2960000
Malls,EvergreenRetailHub,Low,340,Low,40,High,340,Medium,26000,Hightemp,SupremeIndustries(forpipes&fittings),4800000
Malls,HyperCityMegaMall,Low,350,Medium,50,High,270,Medium,40000,humidity,AmbujaCementsLtd,2950000
FunctionHall,RoyalGrandConventionHall,Medium,210,Medium,40,Low,300,Medium,26000,heavyrain,UltraTechCementLtd,2200000
FunctionHall,SriLakshmiKalyanaMandapam,Medium,200,Low,30,High,460,Low,42000,humidity,ShreeCementLtd,3040000
FunctionHall,DiamondBanquetHall,Medium,430,Low,20,High,410,High,44000,heavyrain,AsianPaints(forpaints&coatings),4310000
FunctionHall,EmeraldPalaceFunctionHall,Medium,450,Low,20,Low,490,High,23000,loosesoil,BergerPaintsIndiaLtd,2210000
FunctionHall,PearlWeddingHall,High,240,High,40,Low,430,Low,30000,heavyrain,JindalSteel&PowerLtd,4580000
FunctionHall,SilverStarConventionCenter,Medium,260,High,40,Low,340,Medium,26000,tightsoil,TataSteelLimited,3010000
FunctionHall,FortuneWeddingHall,High,300,High,50,Medium,220,Medium,31000,loosesoil,VizagSteel(RINL-RashtriyaIspatNigamLtd),3140000
FunctionHall,RoyalOrchidBanquets,Low,210,High,30,High,490,High,38000,windy,VizagSteel(RINL-RashtriyaIspatNigamLtd),4550000
FunctionHall,GrandBlossomFunctionHall,Medium,380,Medium,20,High,270,Medium,47000,heavyrain,TataSteelLimited,2820000
FunctionHall,SaiSuryaConventionHall,Medium,460,High,20,Medium,360,High,50000,heavyrain,AsianPaints(forpaints&coatings),2530000
FunctionHall,StarviewWeddingHall,Medium,460,Low,20,Low,350,Medium,32000,Hightemp,OrientCementLtd,2040000
FunctionHall,SunriseCelebrationHall,High,220,Medium,50,Medium,500,Low,37000,Hightemp,SAIL(SteelAuthorityofIndiaLtd),2020000
FunctionHall,StarlitGardenFunctionHall,High,380,Medium,20,High,400,Medium,35000,windy,NerolacPaints,4790000
FunctionHall,HeritageConventionCentre,Low,330,Low,30,Low,220,High,39000,humidity,LafargeHolcimIndia,2960000
FunctionHall,GreenLeafBanquetHall,High,410,Medium,40,High,320,High,22000,heavyrain,AsianPaints(forpaints&coatings),2340000
FunctionHall,SapphireRoyalHall,High,370,Low,50,Low,410,Low,22000,windy,JindalSteel&PowerLtd,4300000
FunctionHall,GrandLotusFunctionHall,Medium,260,High,20,High,340,Medium,41000,Hightemp,Hindware(HSILLimited),3360000
FunctionHall,HarmonyBanquetHall,Medium,390,High,40,Medium,340,Medium,31000,loosesoil,DalmiaCement(Bharat)Ltd,2660000
FunctionHall,ZenithCelebrationCentre,High,290,High,50,Medium,280,High,39000,humidity,VizagSteel(RINL-RashtriyaIspatNigamLtd),3310000
FunctionHall,CelestialEventsHall,Medium,310,Low,50,High,430,Medium,22000,heavyrain,JSWCementLtd,2860000
FunctionHall,GoldenStarFunctionHall,Medium,250,High,30,High,370,Medium,20000,heavyrain,JSWCementLtd,3260000
FunctionHall,GrandPalaceBanquets,Medium,470,Low,20,High,360,High,24000,Hightemp,ACCLimited,4020000
FunctionHall,BlueMoonWeddingHall,Medium,430,High,20,High,240,Low,38000,loosesoil,BirlaCement,4260000
FunctionHall,ElegantVistaFunctionHall,Medium,320,Low,50,High,350,High,23000,heavyrain,JindalSteel&PowerLtd,4840000
FunctionHall,CrystalHeightsBanquetHall,High,420,Medium,30,High,310,Medium,49000,loosesoil,ShreeCementLtd,3320000
FunctionHall,MirageBanquet&Convention,High,340,High,20,High,440,High,38000,windy,LafargeHolcimIndia,2400000
FunctionHall,ParadiseGrandHall,Medium,330,Low,50,Medium,340,High,28000,humidity,DalmiaCement(Bharat)Ltd,2880000
FunctionHall,OpulentBanquets,High,470,Low,30,Medium,370,Medium,37000,heavyrain,UltraTechCementLtd,3700000
FunctionHall,MoonlightCelebrationHall,High,340,High,40,Medium,470,Medium,36000,tightsoil,NerolacPaints,2680000
FunctionHall,VelvetCrownFunctionHall,Medium,410,High,30,Medium,390,Low,47000,humidity,ShreeCementLtd,3290000
Powerplant,SrisailamHydroPowerPlant,Low,260,Low,30,Medium,280,High,26000,loosesoil,RamcoCementsLtd,4410000
Powerplant,NagarjunaSagarHydroelectricStation,Medium,270,Low,30,Medium,320,Medium,50000,tightsoil,OrientCementLtd,2330000
Powerplant,SimhadriThermalPowerPlant,Medium,330,High,50,High,300,Low,43000,heavyrain,UltraTechCementLtd,2880000
Powerplant,Dr.NarlaTataRaoThermalPowerPlant,Low,270,High,20,Medium,290,Low,32000,windy,ShreeCementLtd,3850000
Powerplant,RayalaseemaThermalPowerPlant,High,410,Medium,20,Low,460,Low,43000,humidity,UltraTechCementLtd,4750000
Powerplant,KudankulamNuclearPowerPlant,High,320,High,50,Low,210,High,27000,Hightemp,SAIL(SteelAuthorityofIndiaLtd),3690000
Powerplant,RamagundamSuperThermalPowerStation,High,250,Low,30,High,470,Low,32000,loosesoil,Hindware(HSILLimited),2090000
Powerplant,NLCNeyveliThermalStation,Low,390,High,50,High,230,Low,35000,loosesoil,TataSteelLimited,3740000
Powerplant,KaigaNuclearPowerPlant,High,490,High,40,Medium,430,Medium,35000,tightsoil,BirlaCement,2530000
Powerplant,VijayawadaThermalPowerStation,Low,310,Medium,20,Medium,200,Low,22000,heavyrain,ACCLimited,2080000
Powerplant,KothagudemThermalPowerStation,High,450,High,30,High,300,High,40000,humidity,TataSteelLimited,3900000
