ConstructionType,ConstructionName,CementQuality,CementPrice,BrickQuality,BrickPrice,SandQuality,SandPrice,IronQuality,IronPrice,EnvironmentalCondition,Seller,Price
Powerplant,BhadlaSolarPowerPark,High,460,Low,30,Low,450,High,28000,windy,AsianPaints(forpaints&coatings),4590000
Powerplant,RewaUltraMegaSolarPark,High,340,Low,30,Medium,250,High,47000,windy,BergerPaintsIndiaLtd,3450000
Powerplant,NTPCDadriPowerPlant,Low,490,Low,40,Medium,370,Low,23000,windy,AmbujaCementsLtd,4060000
Powerplant,SingareniThermalPowerPlant,Low,480,Medium,20,High,260,Medium,36000,Hightemp,RamcoCementsLtd,3800000
Powerplant,AdaniMundraPowerPlant,Low,390,High,20,High,360,Medium,29000,humidity,ShreeCementLtd,3580000
Powerplant,AnparaThermalPowerStation,Low,300,High,40,Low,360,Low,41000,humidity,TataSteelLimited,2900000
Powerplant,TuticorinThermalPowerStation,Medium,360,High,20,Low,330,Low,22000,heavyrain,AmbujaCementsLtd,3080000
Powerplant,UdupiPowerCorporationLimited,Low,200,High,40,Medium,210,Medium,29000,Hightemp,VizagSteel(RINL-RashtriyaIspatNigamLtd),3690000
Powerplant,VindhyachalSuperThermalPowerStation,Medium,430,Low,50,Low,430,Low,43000,humidity,TataSteelLimited,3300000
Powerplant,EnnoreThermalPowerStation,High,460,High,40,Low,240,Medium,30000,windy,CeraSanitarywareLtd,3960000
Powerplant,MetturThermalPowerStation,Low,450,Low,20,High,290,Medium,49000,tightsoil,UltraTechCementLtd,3040000
Powerplant,JharsugudaThermalPowerPlant,Medium,490,Medium,20,Medium,470,High,31000,loosesoil,ACCLimited,4310000
Powerplant,BallariThermalPowerPlant,Medium,490,Medium,30,Medium,310,Low,38000,loosesoil,LafargeHolcimIndia,2970000
Powerplant,DurgapurSteelThermalPowerPlant,Low,460,Medium,50,Low,300,Medium,45000,heavyrain,RamcoCementsLtd,2540000
Powerplant,KakatiyaThermalPowerStation,High,270,Low,20,High,360,Medium,40000,tightsoil,SupremeIndustries(forpipes&fittings),3690000
Powerplant,ChandrapurSuperThermalPowerStation,High,490,Low,20,Medium,430,Low,33000,heavyrain,TataSteelLimited,2300000
Powerplant,JindalPowerPlant,High,370,Low,20,High,320,High,46000,tightsoil,AsianPaints(forpaints&coatings),3220000
Powerplant,KurnoolUltraMegaSolarPark,Low,450,Low,40,High,360,Medium,20000,loosesoil,ShreeCementLtd,4310000
Powerplant,BhadradriThermalPowerPlant,High,360,Medium,20,Low,230,High,26000,Hightemp,ShreeCementLtd,3580000
Schools,St.AnniHighSchool,Medium,400,Medium,20,Low,210,Low,21000,heavyrain,DalmiaCement(Bharat)Ltd,3370000
Schools,NarayanaConceptSchool,Medium,260,High,30,Low,300,High,27000,windy,NerolacPaints,2550000
Schools,SriChaitanyaTechnoSchool,Medium,460,Low,40,Low,210,Low,34000,heavyrain,LafargeHolcimIndia,3580000
Schools,DelhiPublicSchool,Low,330,High,40,Low,380,High,35000,tightsoil,Hindware(HSILLimited),3820000
Schools,OakridgeInternationalSchool,Low,370,Medium,50,Low,370,High,27000,humidity,CeraSanitarywareLtd,2160000
Schools,KendriyaVidyalaya,High,390,Medium,30,Medium,440,High,42000,heavyrain,CeraSanitarywareLtd,2830000
Schools,BharatiyaVidyaBhavaniPublicSchool,Medium,230,Medium,50,Medium,390,Medium,45000,heavyrain,ACCLimited,2340000
Schools,SilverOaksInternationalSchool,Medium,450,High,30,High,250,Low,40000,loosesoil,RamcoCementsLtd,2100000
Schools,DAVPublicSchool,High,350,Low,40,Medium,330,Low,22000,windy,AmbujaCementsLtd,3560000
Schools,MeridianSchool,Medium,290,High,30,Medium,320,High,36000,Hightemp,SupremeIndustries(forpipes&fittings),3420000
Schools,SreenidhiInternationalSchool,High,310,High,40,High,440,Medium,22000,Hightemp,SupremeIndustries(forpipes&fittings),4150000
Schools,PhoenixGreensInternationalSchool,Low,490,Low,40,Low,460,Low,41000,humidity,RamcoCementsLtd,3590000
Schools,OrchidsTheInternationalSchool,Low,310,Low,40,High,230,High,25000,heavyrain,LafargeHolcimIndia,4620000
Schools,TimpanySchool,Medium,320,Medium,30,Medium,270,Low,33000,heavyrain,BergerPaintsIndiaLtd,4580000
Schools,GlendaleAcademyInternational,Low,310,Low,30,Medium,460,Low,41000,Hightemp,JSWCementLtd,3980000
Schools,LittleFlowerHighSchool,Low,210,Low,40,High,220,High,22000,Hightemp,DalmiaCement(Bharat)Ltd,3470000
Schools,ChinmayaVidyalaya,High,430,Low,20,Low,250,Medium,49000,Hightemp,ShreeCementLtd,4220000
Schools,JohnsonGrammarSchool,Medium,390,Medium,20,High,420,Low,20000,tightsoil,DalmiaCement(Bharat)Ltd,2010000
Schools,BhashyamBloomsSchool,Low,490,Low,20,Medium,220,High,34000,tightsoil,VizagSteel(RINL-RashtriyaIspatNigamLtd),2780000
Schools,SadhanaInfinitySchool,Low,330,High,40,Low,260,Medium,20000,humidity,SupremeIndustries(forpipes&fittings),3540000
Schools,KendriyaVidyalayaNo.1,Medium,390,Medium,40,High,490,High,49000,loosesoil,NerolacPaints,3920000
Schools,MountLiteraZeeSchool,Low,380,High,40,High,270,Medium,40000,windy,DalmiaCement(Bharat)Ltd,3390000
Schools,VisakhaValleySchool,Medium,470,Low,30,Medium,460,High,30000,humidity,JSWCementLtd,4180000
Schools,PragathiCentralSchool,High,440,High,30,High,420,High,21000,humidity,ACCLimited,2790000
Schools,TheCreekPlanetSchool,Medium,490,Medium,20,Medium,270,Medium,26000,loosesoil,RamcoCementsLtd,2790000
Schools,RockwellInternationalSchool,Medium,400,Low,20,Medium,380,Medium,43000,humidity,ShreeCementLtd,2990000
Schools,TheHyderabadPublicSchool,Low,430,Medium,20,High,400,Medium,29000,loosesoil,Hindware(HSILLimited),3670000
Schools,JMJEnglishMediumSchool,Low,340,Low,30,Medium,400,High,27000,heavyrain,DalmiaCement(Bharat)Ltd,5000000
Schools,Dr.KKRGowthamConceptSchool,High,350,Low,30,Medium,350,High,42000,loosesoil,JindalSteel&PowerLtd,3640000
Schools,GlobalEdgeSchool,High,420,Low,50,High,270,Low,20000,loosesoil,TataSteelLimited,4440000
PoliceStation,JubileeHillsPoliceStation,High,440,Medium,50,Low,500,High,22000,Hightemp,OrientCementLtd,2940000
PoliceStation,BanjaraHillsPoliceStation,Low,390,Low,20,High,410,Low,36000,tightsoil,VizagSteel(RINL-RashtriyaIspatNigamLtd),4670000
PoliceStation,PanjaguttaPoliceStation,High,340,Medium,20,High,400,Medium,46000,heavyrain,CeraSanitarywareLtd,4690000
PoliceStation,MadhapurPoliceStation,Medium,260,Low,20,Low,250,High,50000,Hightemp,Hindware(HSILLimited),3990000
PoliceStation,GachibowliPoliceStation,High,420,Low,30,High,290,Low,49000,tightsoil,ShreeCementLtd,4520000
PoliceStation,KukatpallyPoliceStation,High,200,Low,20,High,340,Low,45000,heavyrain,TataSteelLimited,4470000
PoliceStation,SRNagarPoliceStation,Low,370,High,50,High,310,High,36000,windy,DalmiaCement(Bharat)Ltd,2290000
PoliceStation,BegumpetPoliceStation,Medium,280,High,20,High,290,Low,25000,Hightemp,UltraTechCementLtd,4650000
PoliceStation,KotiPoliceStation,Medium,460,Medium,30,Medium,220,High,32000,heavyrain,ACCLimited,4080000
PoliceStation,AbidsPoliceStation,Low,230,Low,30,Medium,290,High,36000,humidity,OrientCementLtd,4700000
PoliceStation,CharminarPoliceStation,Medium,480,High,50,Low,410,Low,22000,Hightemp,SupremeIndustries(forpipes&fittings),2560000
PoliceStation,NallakuntaPoliceStation,High,330,Medium,20,Medium,400,Medium,38000,Hightemp,ACCLimited,4530000
PoliceStation,MalkajgiriPoliceStation,Medium,490,High,40,High,410,Low,24000,heavyrain,SAIL(SteelAuthorityofIndiaLtd),3470000
PoliceStation,BowenpallyPoliceStation,Medium,460,Low,30,High,330,Low,20000,Hightemp,JSWCementLtd,2780000
PoliceStation,DilsukhnagarPoliceStation,Medium,330,Low,50,Medium,230,Medium,20000,windy,VizagSteel(RINL-RashtriyaIspatNigamLtd),4200000
PoliceStation,LBNagarPoliceStation,Medium,280,Medium,40,Low,400,High,23000,tightsoil,ACCLimited,3130000
PoliceStation,RajendranagarPoliceStation,High,300,Medium,50,Medium,390,Medium,22000,Hightemp,LafargeHolcimIndia,3260000
PoliceStation,ChikkadpallyPoliceStation,High,200,Medium,20,Medium,450,Low,48000,windy,LafargeHolcimIndia,4330000
PoliceStation,SecunderabadPoliceStation,Low,220,Medium,30,Low,370,Medium,40000,heavyrain,AsianPaints(forpaints&coatings),2350000
PoliceStation,MehdipatnamPoliceStation,Medium,420,Low,50,Low,340,Medium,36000,tightsoil,VizagSteel(RINL-RashtriyaIspatNigamLtd),2120000
PoliceStation,MiyapurPoliceStation,Medium,340,Low,30,High,220,High,30000,tightsoil,JSWCementLtd,4670000
PoliceStation,KachigudaPoliceStation,High,460,High,20,Medium,230,Low,31000,heavyrain,JSWCementLtd,2840000
PoliceStation,AttapurPoliceStation,Low,270,High,40,Medium,280,Medium,28000,tightsoil,BirlaCement,2120000
PoliceStation,NarayangudaPoliceStation,Low,420,Medium,30,Low,390,Medium,21000,heavyrain,ACCLimited,2150000
PoliceStation,ShamshabadPoliceStation,Low,290,Low,20,Medium,280,Low,42000,heavyrain,SupremeIndustries(forpipes&fittings),2750000
PoliceStation,UppalPoliceStation,Low,280,Medium,20,Medium,490,High,46000,humidity,CeraSanitarywareLtd,3400000
PoliceStation,VanasthalipuramPoliceStation,High,210,High,40,Low,240,High,34000,humidity,TataSteelLimited,2740000
PoliceStation,KarimnagarPoliceStation,Low,440,Medium,40,Low,280,Medium,44000,tightsoil,UltraTechCementLtd,4020000
PoliceStation,KhammamPoliceStation,High,490,High,40,Medium,340,Medium,39000,humidity,OrientCementLtd,4080000
PoliceStation,WarangalPoliceStation,Medium,360,High,50,Medium,410,High,29000,loosesoil,JSWCementLtd,4900000
University,AndhraUniversity,Medium,470,High,20,Medium,500,Low,37000,windy,JSWCementLtd,4130000
University,OsmaniaUniversity,High,260,Low,30,Low,250,Medium,47000,Hightemp,VizagSteel(RINL-RashtriyaIspatNigamLtd),4680000
University,JNTUHyderabad,Low,490,High,30,High,310,Medium,43000,humidity,LafargeHolcimIndia,2400000
University,SriVenkateswaraUniversity,Low,260,Medium,20,Low,500,Low,21000,loosesoil,Hindware(HSILLimited),2130000
University,UniversityofHyderabad,Medium,440,High,40,Medium,330,Medium,47000,windy,LafargeHolcimIndia,3510000
University,IITHyderabad,Low,380,High,20,Low,290,Low,34000,Hightemp,JSWCementLtd,3440000
University,NITWarangal,Low,410,High,30,Low,480,Medium,32000,humidity,CeraSanitarywareLtd,4220000
University,KakatiyaUniversity,Medium,370,High,20,High,380,Medium,35000,loosesoil,JindalSteel&PowerLtd,4350000
University,AcharyaNagarjunaUniversity,Medium,280,Medium,40,High,320,High,32000,heavyrain,JindalSteel&PowerLtd,4730000
University,GitamUniversity,High,210,Low,20,High,370,Low,22000,heavyrain,DalmiaCement(Bharat)Ltd,2110000
University,SRMUniversity,Medium,370,Medium,30,Medium,250,Low,44000,Hightemp,ShreeCementLtd,3220000
University,AmityUniversity,Medium,430,High,40,Medium,350,High,20000,tightsoil,AsianPaints(forpaints&coatings),2510000
University,VITVellore,Medium,380,Medium,40,High,440,High,26000,heavyrain,JindalSteel&PowerLtd,3610000
University,AnnaUniversity,Low,500,High,30,Low,210,High,21000,tightsoil,JindalSteel&PowerLtd,4290000
University,ManipalAcademyofHigherEducation,High,430,Medium,30,Medium,450,Medium,23000,Hightemp,CeraSanitarywareLtd,4410000
University,MahindraUniversity,High,260,Low,50,High,500,Low,30000,humidity,BirlaCement,3140000
University,ShardaUniversity,Medium,360,High,20,Medium,480,High,30000,humidity,CeraSanitarywareLtd,4100000
University,ChristUniversity,Low,400,Low,40,High,230,High,21000,humidity,SAIL(SteelAuthorityofIndiaLtd),4940000
University,ICFAIUniversity,High,490,High,20,Medium,400,Medium,34000,windy,SupremeIndustries(forpipes&fittings),4850000
University,VisvesvarayaTechnologicalUniversity,Medium,350,High,30,High,400,Medium,26000,Hightemp,AmbujaCementsLtd,3790000
University,RajivGandhiUniversityofKnowledgeTechnologies,Low,410,Medium,40,High,300,Medium,47000,humidity,SAIL(SteelAuthorityofIndiaLtd),2630000
University,KLUniversity,Low,430,Low,30,Low,430,Low,24000,loosesoil,ACCLimited,2810000
University,NIITUniversity,High,440,High,50,High,470,Medium,29000,heavyrain,OrientCementLtd,3290000
University,LovelyProfessionalUniversity,Low,210,Low,20,Low,430,Low,32000,heavyrain,NerolacPaints,3150000
University,AmritaVishwaVidyapeetham,High,500,Low,30,Low,370,High,24000,heavyrain,SAIL(SteelAuthorityofIndiaLtd),3140000
University,BennettUniversity,Low,470,High,40,High,450,Low,44000,loosesoil,NerolacPaints,4200000
University,ShivNadarUniversity,Medium,380,High,40,High,450,Medium,46000,heavyrain,RamcoCementsLtd,3080000
University,PSGCollegeofTechnology,Low,480,Low,20,Low,490,High,22000,loosesoil,AmbujaCementsLtd,2350000
University,DayanandaSagarUniversity,Low,470,Medium,50,Low,470,High,35000,Hightemp,TataSteelLimited,4390000
University,NationalLawUniversityHyderabad,Medium,320,Medium,40,High,440,High,50000,heavyrain,BergerPaintsIndiaLtd,3720000
Factory,BHELHyderabadFactory,Low,290,Medium,50,Low,390,Low,49000,humidity,SAIL(SteelAuthorityofIndiaLtd),2930000
Factory,NTPCEquipmentManufacturingUnit,Medium,430,Medium,40,Low,330,Medium,45000,Hightemp,OrientCementLtd,2340000
Factory,MarutiSuzukiFactory,Medium,340,Medium,20,Low,430,Medium,35000,Hightemp,VizagSteel(RINL-RashtriyaIspatNigamLtd),3320000
Factory,TataMotorsManufacturingPlant,Low,200,Low,30,Low,260,High,29000,heavyrain,ACCLimited,3700000
Factory,AshokLeylandFactory,Low,390,High,40,Low,380,Medium,42000,heavyrain,SAIL(SteelAuthorityofIndiaLtd),3650000
Factory,AmulDairyProcessingPlant,Low,460,Medium,20,Low,210,Medium,28000,loosesoil,JindalSteel&PowerLtd,3440000
Factory,Coca-ColaBottlingPlant,Medium,220,Low,50,High,290,High,25000,loosesoil,CeraSanitarywareLtd,3890000
Factory,BritanniaBiscuitFactory,Medium,240,High,50,High,430,Medium,25000,tightsoil,ShreeCementLtd,3680000
Factory,TVSMotorFactory,High,390,Low,40,Low,490,Medium,24000,heavyrain,AmbujaCementsLtd,2950000
Factory,ApolloTyresManufacturingUnit,Low,230,Low,40,Low,500,High,32000,loosesoil,Hindware(HSILLimited),3940000
Factory,ITCPaperFactory,High,270,Medium,30,High,320,Low,33000,windy,DalmiaCement(Bharat)Ltd,3930000
Factory,HeroMotoCorpManufacturingPlant,High,420,High,40,Medium,440,High,33000,humidity,ACCLimited,3030000
Factory,AsianPaintsFactory,Low,220,Medium,30,Low,320,High,39000,Hightemp,DalmiaCement(Bharat)Ltd,3820000
Factory,L&TConstructionEquipmentFactory,Medium,350,Medium,20,Medium,230,Low,41000,humidity,JSWCementLtd,4000000
Factory,HyundaiCarFactory,Low,360,Medium,40,Low,490,High,39000,humidity,CeraSanitarywareLtd,4600000
Factory,SteelAuthorityofIndiaPlant,High,210,High,50,High,490,High,45000,Hightemp,RamcoCementsLtd,4210000
Factory,HindustanUnileverProductionUnit,High,410,Medium,40,High,210,Medium,36000,tightsoil,VizagSteel(RINL-RashtriyaIspatNigamLtd),2070000
Factory,NestleIndiaProcessingUnit,High,430,High,30,High,430,High,44000,windy,SupremeIndustries(forpipes&fittings),3050000
Factory,GodrejAppliancesFactory,High,340,Low,40,Low,330,Medium,29000,humidity,ShreeCementLtd,4740000
Factory,Parle-GBiscuitFactory,Low,280,High,50,Medium,390,Low,43000,heavyrain,BergerPaintsIndiaLtd,3220000
Factory,HaldiramsSnacksFactory,High,290,High,20,Low,220,Medium,32000,Hightemp,SAIL(SteelAuthorityofIndiaLtd),2280000
Factory,BharatForgeProductionPlant,Medium,200,Low,30,Low,230,Medium,29000,Hightemp,VizagSteel(RINL-RashtriyaIspatNigamLtd),2090000
Factory,CiplaPharmaceuticalsFactory,Low,350,High,20,Medium,210,High,40000,Hightemp,JSWCementLtd,3940000
Factory,RaymondTextilesFactory,Low,430,Low,40,High,430,Medium,43000,humidity,AmbujaCementsLtd,3360000
Factory,UltraTechCementManufacturingPlant,Medium,280,Medium,20,Low,210,Medium,22000,Hightemp,LafargeHolcimIndia,3300000
Factory,MRFTyresFactory,Low,470,Medium,30,Low,260,Medium,28000,heavyrain,SAIL(SteelAuthorityofIndiaLtd),4880000
Factory,HondaMotorcyclesPlant,Medium,360,Medium,40,Low,360,High,46000,Hightemp,ShreeCementLtd,2580000
Factory,BajajAutoManufacturingUnit,Low,260,Low,40,Low,500,Medium,43000,tightsoil,AmbujaCementsLtd,4410000
Factory,BergerPaintsFactory,High,210,Low,20,High,370,Low,41000,loosesoil,AsianPaints(forpaints&coatings),3020000
Factory,TataSteelPlant,Low,430,Medium,40,Low,380,Low,37000,humidity,Hindware(HSILLimited),4350000
SubStations,SecunderabadPowerSubstation,High,200,High,40,High,250,Low,40000,tightsoil,BergerPaintsIndiaLtd,4360000
SubStations,Gachibowli132kVSubstation,Medium,240,High,20,Medium,460,High,42000,Hightemp,AmbujaCementsLtd,2560000
SubStations,Kukatpally220kVSubstation,Low,410,Medium,40,Low,480,Medium,31000,loosesoil,BirlaCement,4110000
SubStations,LBNagar110kVSubstation,Medium,400,High,40,Low,440,High,38000,Hightemp,CeraSanitarywareLtd,3140000
SubStations,JubileeHills33kVSubstation,High,200,Low,30,High,500,High,44000,heavyrain,NerolacPaints,3250000
SubStations,Uppal400kVSubstation,Low,290,High,40,Low,290,Low,25000,heavyrain,LafargeHolcimIndia,4020000
SubStations,KothagudemPowerSubstation,Low,400,High,20,Medium,300,Medium,24000,windy,RamcoCementsLtd,3200000
SubStations,VisakhapatnamGridSubstation,High,310,Low,20,Medium,430,High,50000,loosesoil,JSWCementLtd,4830000
SubStations,TirupatiTransmissionSubstation,High,410,Medium,50,Medium,250,Low,50000,heavyrain,ShreeCementLtd,2020000
SubStations,Malkajgiri220kVSubstation,Low,340,High,40,Low,320,Medium,38000,windy,TataSteelLimited,3500000
SubStations,KarimnagarElectricalSubstation,Medium,410,High,20,High,450,Low,24000,windy,SupremeIndustries(forpipes&fittings),2000000
SubStations,Shamshabad132kVSubstation,High,240,Medium,30,Low,470,High,29000,heavyrain,OrientCementLtd,3080000
SubStations,WarangalPowerTransmissionStation,High,430,Low,50,Low,200,High,25000,tightsoil,SupremeIndustries(forpipes&fittings),4070000
SubStations,VijayawadaHVDCSubstation,High,500,High,30,Medium,370,High,47000,Hightemp,AmbujaCementsLtd,3310000
SubStations,Rajahmundry400kVSubstation,Medium,280,Low,50,Low,340,Medium,46000,loosesoil,TataSteelLimited,2580000
SubStations,SrikakulamPowerGrid,High,390,High,50,High,390,Medium,32000,windy,SupremeIndustries(forpipes&fittings),2900000
SubStations,KurnoolTransmissionSubstation,High,470,Low,30,Medium,210,High,44000,heavyrain,BergerPaintsIndiaLtd,2730000
SubStations,NizamabadElectricSubstation,High,460,Low,20,High,370,Medium,36000,Hightemp,ACCLimited,4380000
SubStations,Bhimavaram110kVSubstation,Low,480,Low,30,Medium,390,Low,48000,tightsoil,DalmiaCement(Bharat)Ltd,2890000
SubStations,AdilabadHVDCStation,Low,370,Medium,50,Low,410,Medium,29000,humidity,ShreeCementLtd,4670000
SubStations,Mahbubnagar220kVSubstation,Low,480,Low,50,Low,360,Low,20000,windy,DalmiaCement(Bharat)Ltd,4880000
SubStations,Kadapa132kVPowerStation,High,400,Medium,50,Low,240,Low,44000,tightsoil,BergerPaintsIndiaLtd,4710000
SubStations,NelloreHighVoltageSubstation,High,280,High,20,High,420,Medium,26000,loosesoil,BergerPaintsIndiaLtd,4270000
SubStations,EluruElectricalGrid,Medium,400,High,20,Medium,360,Medium,24000,windy,TataSteelLimited,2060000
SubStations,Guntur400kVSubstation,Medium,260,Medium,20,Medium,490,Low,45000,windy,BirlaCement,3050000
SubStations,KhammamPowerGridStation,Medium,200,High,30,High,210,High,29000,heavyrain,BergerPaintsIndiaLtd,2760000
SubStations,Tirumala110kVPowerSubstation,Low,380,Low,50,High,470,Low,20000,tightsoil,JindalSteel&PowerLtd,4030000
SubStations,AnantapurPowerDistributionSubstation,High,260,Medium,20,Low,270,Medium,50000,tightsoil,AmbujaCementsLtd,2440000
SubStations,MancherialElectricalTransmissionStation,Medium,310,High,40,High,440,Medium,32000,heavyrain,BergerPaintsIndiaLtd,2960000
SubStations,HindupurHighVoltageSubstation,High,450,Medium,20,Low,350,Low,23000,tightsoil,JindalSteel&PowerLtd,4730000
Houses,GreenValleyVilla,Medium,350,High,30,Medium,440,Low,44000,loosesoil,DalmiaCement(Bharat)Ltd,3650000
Houses,SunshineResidency,Low,490,Low,50,High,420,Low,25000,loosesoil,NerolacPaints,2260000
Houses,RosewoodBungalow,Low,230,High,30,High,360,Low,25000,tightsoil,LafargeHolcimIndia,3010000
Houses,BlueHeavenApartments,Low,280,Medium,30,Medium,450,Medium,46000,Hightemp,BergerPaintsIndiaLtd,4540000
Houses,LotusNestVilla,High,450,High,40,Low,410,High,33000,humidity,SAIL(SteelAuthorityofIndiaLtd),3930000
Houses,LakeviewMansion,Medium,280,High,50,Low,420,High,50000,tightsoil,NerolacPaints,4800000
Houses,GoldenMeadowsResidency,Low,240,Medium,30,Medium,350,Low,20000,tightsoil,ACCLimited,2750000
Houses,RoyalOrchidHome,High,230,Medium,20,Medium,280,Low,41000,humidity,BergerPaintsIndiaLtd,2800000
Houses,SilverSpringsBungalow,Low,310,Low,40,High,400,Medium,21000,loosesoil,BirlaCement,4580000
Houses,HarmonyHeightsApartments,Low,410,Medium,40,High,400,Low,37000,tightsoil,UltraTechCementLtd,2930000
Houses,PrestigeGreenGables,Medium,400,Medium,50,Low,430,Medium,24000,humidity,UltraTechCementLtd,4070000
Houses,SereneMeadowsVilla,Medium,210,Low,20,High,330,Low,39000,tightsoil,JSWCementLtd,3580000
Houses,WhitePearlHome,Medium,220,Low,20,High,400,Medium,47000,windy,JSWCementLtd,2780000
Houses,EliteResidency,Medium,280,Low,30,Low,320,Medium,46000,humidity,Hindware(HSILLimited),3150000
Houses,EmeraldEnclave,High,330,High,50,Low,250,Medium,36000,tightsoil,JSWCementLtd,2940000
Houses,SapphireHeights,Medium,200,High,20,Low,500,Low,25000,Hightemp,JindalSteel&PowerLtd,2230000
Houses,FortuneGreensVilla,High,240,High,50,Medium,280,High,42000,loosesoil,Hindware(HSILLimited),5000000
Houses,MysticHillsApartments,Low,430,High,50,High,390,Medium,49000,tightsoil,ACCLimited,2630000
Houses,PlatinumSkyTowers,Medium,480,Medium,30,High,480,Medium,20000,loosesoil,SAIL(SteelAuthorityofIndiaLtd),3400000
Houses,ClassicCourtyardHome,Medium,380,High,40,Medium,250,High,23000,heavyrain,DalmiaCement(Bharat)Ltd,2200000
Houses,SunriseBoulevardHouse,Medium,330,Low,40,Low,490,Medium,42000,windy,VizagSteel(RINL-RashtriyaIspatNigamLtd),2700000
Houses,VictorianCharmVilla,High,320,Medium,50,Medium,200,High,50000,windy,AmbujaCementsLtd,3590000
Houses,UrbanNestBungalow,High,330,Medium,30,High,260,High,50000,loosesoil,ACCLimited,4870000
Houses,CoralGardenHouse,Low,460,Low,20,Low,270,Low,28000,humidity,CeraSanitarywareLtd,2910000
Houses,InfinityResidences,High,320,Medium,50,High,330,Low,27000,tightsoil,LafargeHolcimIndia,4500000
Houses,TheGrandHeritageHome,High,320,Low,30,Low,420,Medium,24000,loosesoil,SupremeIndustries(forpipes&fittings),3820000
Houses,MaplewoodEstates,Medium,330,High,20,High,390,Medium,37000,humidity,NerolacPaints,2670000
Houses,TranquilHaven,Medium,220,High,30,Medium,350,High,21000,Hightemp,AsianPaints(forpaints&coatings),4270000
Houses,BloomingdaleHomes,High,320,High,50,Medium,290,Low,34000,loosesoil,LafargeHolcimIndia,3740000
Houses,TheZenVilla,Medium,410,Low,40,High,470,Medium,45000,loosesoil,Hindware(HSILLimited),3350000
